title,doi,year,target,reasoning,alternatives,CHEMICAL HARM
"Effects of 1,3-Butadiene, Isoprene, and Their Photochemical Degradation Products on Human Lung Cells",10.1289/ehp.7022,2004,"1,3-butadiene","The abstract discusses the toxicities of 1,3-butadiene (BD) and isoprene (ISO), indicating that ISO shows no significant carcinogenesis compared to BD. This suggests that ISO is a safer alternative to BD due to its lower toxicity profile, particularly in the context of carcinogenicity.",isoprene,"carcinogenicity, cytotoxicity, proinflammatory effects"
Evaluation of the Genotoxic and Cytotoxic Potential of Mainstream Whole Smoke and Smoke Condensate from a Cigarette Containing a Novel Carbon Filter,10.1006/FAAT.1997.2334,1997,"1,3-butadiene","The abstract indicates that the novel carbon filter significantly reduces the genotoxic and cytotoxic potential of cigarette smoke compared to cigarettes without the filter. It specifically mentions that the toxicity of the smoke is correlated with the aggregate mass of several vapor phase components, including 1,3-butadiene, suggesting that the filter provides a safer alternative by reducing harmful constituents in the smoke.",,
"1,N(2)-propanodeoxyguanosine adduct formation in aortic DNA following inhalation of acrolein.",10.1289/EHP.01109219,2001,"1,3-butadiene","The abstract indicates that acrolein, when inhaled, does not accelerate plaque development unlike 1,3-butadiene, suggesting a safety advantage. This implies that acrolein may be a safer alternative to 1,3-butadiene in the context of arterial health.",acrolein,accelerates arteriosclerotic plaque development
"Comparison of Systemic Exposure to Toxic and/or Carcinogenic Volatile Organic Compounds (VOC) during Vaping, Smoking, and Abstention",10.1158/1940-6207.CAPR-19-0356,2019,"1,3-butadiene","The abstract compares systemic exposure to toxic VOCs including 1,3-butadiene during cigarette smoking and e-cigarette use, showing that e-cigarettes expose users to lower levels of 1,3-butadiene and other toxic VOCs compared with cigarette smoking. This indicates that e-cigarettes are presented as a safer alternative to traditional cigarette smoking with respect to 1,3-butadiene exposure.",e-cigarettes,
"Green Solvent Alternative for Extractive Distillation of 1,3-Butadiene",10.69997/sct.132161,2025,"1,3-butadiene","The abstract presents propylene carbonate (PC) as a green solvent alternative for the extractive distillation of 1,3-butadiene, highlighting its environmentally friendly properties and operational benefits compared to conventional solvents like N,N-dimethylformamide (DMF). This indicates that PC is a safer alternative due to its reduced environmental impact and lower energy consumption.",propylene carbonate (PC),
Photochemical Synthesis of Nitriles from Alcohols.,10.1021/acs.joc.4c01106,2024,"1,3-butadiene","The abstract presents biomass-derived 1,4-butanediol as a safer alternative to 1,3-butadiene, highlighting that it does not require the use of highly toxic hydrogen cyanide gas and addresses environmental concerns associated with fossil-derived alkenes.","1,4-butanediol",
Effect of alkoxides on chain termination and chain transfer of sodium‐catalyzed polybutadiene,10.1002/POL.1971.150090906,1971,"1,3-butadiene","The abstract discusses the modification of n-butylsodium with lithium or potassium tert-butoxide, which shows no loss of live ends during the polymerization of butadiene-1,3. This suggests a potential safety advantage over traditional methods involving n-butylsodium alone, which could imply a safer alternative to 1,3-butadiene in this context.",,
C–H-Bond Activation and Isoprene Polymerization Studies Applying Pentamethylcyclopentadienyl-Supported Rare-Earth-Metal Bis(Tetramethylaluminate) and Dimethyl Complexes,10.3390/molecules24203703,2019,"1,3-butadiene","The abstract discusses the application of complexes in isoprene and 1,3-butadiene polymerization, specifically mentioning the use of 'aluminum-free' complexes that lead to high-cis-1,4 polybutadiene. This implies a potential safer alternative to 1,3-butadiene due to the mention of aluminum-free conditions, which can be interpreted as a safety advantage in the polymerization process.",,
Effects of DMC and operating load on regulated and unregulated emissions of a diesel engine,10.1080/15567036.2025.2494851,2025,"1,3-butadiene","The abstract indicates that dimethyl carbonate (DMC) can reduce emissions of 1,3-butadiene by up to 75.6%, suggesting it is a safer alternative due to its ability to significantly lower the emissions of this hazardous compound.",dimethyl carbonate (DMC),
COMPARATIVE ANALYSIS OF THE CONTENT OF TOXIC SUBSTANCES IN THE GAS PHASE OF AEROSOL OF CIGARETTES AND HEATED TOBACCO STICKS FOR ELECTRIC TOBACCO HEATING SYSTEMS,10.26297/0579-3009.2020.4.7,2020,"1,3-butadiene","The abstract indicates a significant decrease in the content of 1,3-butadiene in the aerosol of heated tobacco sticks compared to control cigarettes, suggesting that these heated tobacco sticks are a safer alternative due to the reduction of harmful compounds. The mention of a decrease of more than 99% in 1,3-butadiene supports this conclusion.",heated tobacco sticks,
"Assessing the economic and environmental sustainability of bio-olefins: The case of 1,3-butadiene production from bioethanol",10.1016/j.jclepro.2022.133963,2022,"1,3-butadiene","The abstract discusses the production of biobutadiene from bioethanol, which is presented as a more environmentally friendly option due to significant reductions in CO2 emissions compared to naphtha-derived butadiene. This implies that biobutadiene could be a safer alternative to 1,3-butadiene, particularly in terms of environmental impact.",,
Highly Efficient and Selective Electrocatalytic Semihydrogenation of Acetylene to Ethylene via Continuous Proton Feeding and Accelerated Transfer on Cu NP/FeNC Composite,10.1002/adfm.202415384,2024,"1,3-butadiene","The abstract discusses the development of a copper nanoparticle/FeNC composite catalyst that suppresses the formation of 1,3-butadiene during the electrocatalytic hydrogenation of acetylene to ethylene. This indicates that the catalyst provides a safer alternative by reducing the production of a hazardous compound (1,3-butadiene) in the process.",,
Photoassisted Chemical Vapor Deposition Using (η4-Diene)Ru(CO)3 Precursors.,10.1021/acsami.5c11415,2025,"1,3-butadiene","The abstract discusses the use of (η4-2,3-dimethyl-1,3-butadiene)Ru(CO)3 and (η4-isoprene)Ru(CO)3 as precursors for selective deposition, indicating that these alternatives achieve selective deposition with lower precursor doses compared to (η4-1,3-butadiene)Ru(CO)3. This suggests that the alternatives may offer safety advantages in terms of efficiency and selectivity, which can be interpreted as a safer alternative to 1,3-butadiene in the context of chemical vapor deposition.","2,3-dimethyl-1,3-butadiene; isoprene",
"Partial hydrogenation of 1,3-butadiene over nickel with alumina and niobium supported catalysts",10.1016/j.arabjc.2023.105406,2023,"1,3-butadiene","The abstract discusses the conversion of 1,3-butadiene (BD), which is described as toxic, carcinogenic, and environmentally hazardous, into high-value products using low-cost and chemically efficient catalysts. This implies a safer alternative to 1,3-butadiene, although it does not explicitly name a replacement substance. The focus on reducing the harmful effects of BD suggests a safety advantage.",,"toxic, carcinogenic, environmentally hazardous"
Oxidation Catalyst Effect on CNG Transit Bus Emissions,10.4271/2003-01-1900,2003,"1,3-butadiene","The abstract indicates that the oxidation catalyst significantly reduced 1,3-butadiene emissions to levels below detection, suggesting it serves as a safer alternative by effectively eliminating this toxic compound. The reduction of HCHO emissions by over 95% also supports the safety advantages of using the catalyst in CNG applications.",oxidation catalyst,
Regulated and Unregulated Exhaust Emissions Comparison for Three Tier II Non-Road Diesel Engines Operating on Ethanol- Diesel Blends,10.4271/2005-01-2193,2005,"1,3-butadiene","The abstract reports that using ethanol/diesel blends in Tier II non-road diesel engines substantially decreased emissions of 1,3-butadiene by 24 to 82 percent compared to certification No. 2 diesel fuel. This indicates a safety advantage in terms of lower 1,3-butadiene emissions, which can be reasonably interpreted as a safer alternative fuel blend relative to pure diesel fuel that produces higher 1,3-butadiene emissions.",ethanol/diesel blends,
"Assessment of the role of glutathione conjugation in the protection afforded by anethol dithiolthione against hexachloro-1,3-butadiene-induced nephrotoxicity.",10.1006/TAAP.1996.0156,1996,"1,3-butadiene","The abstract discusses the protective effects of anethol dithiolthione (ADT) against nephrotoxicity induced by hexachloro-1,3-butadiene (HCBD), which is a derivative of 1,3-butadiene. While it does not explicitly state that ADT is a safer alternative, it implies that ADT provides protection against the toxic effects associated with HCBD, suggesting a safety advantage in this context.",,nephrotoxicity
"An Alternative Green Solvent for 1,3-Butadiene Extraction",10.3390/su17073124,2025,"1,3-butadiene","The abstract presents 1,2-propylene carbonate (PC) as a greener alternative solvent for the extraction of 1,3-butadiene, highlighting its alignment with REACH restrictions and CEFIC recommendations. It explicitly states that PC reduces pollution, enhances worker safety, and minimizes environmental impact compared to conventional hazardous solvents used in 1,3-butadiene extraction, indicating safety advantages. Therefore, PC is presented as a safer alternative in the context of 1,3-butadiene extraction.","1,2-propylene carbonate (PC)",
