title,doi,year,target,reasoning,alternatives,CHEMICAL HARM
"Effects of Ozonated Water on Microbial Growth, Quality Retention and Pesticide Residue Removal of Fresh-cut Onions",10.1080/01919512.2019.1680527,2020,chlorpyrifos,"The abstract indicates that ozonated water (OW) treatment significantly reduced the residual levels of chlorpyrifos compared to water treatment, suggesting that OW is a safer alternative for pesticide residue removal. This implies a safety advantage over chlorpyrifos in terms of reducing pesticide residues on fresh-cut onions.",ozonated water,
The Propolis Effect on Chlorpyrifos InducedThyroid Toxicity in Male Albino Rats,10.21767/2471-9641.100023,2017,chlorpyrifos,"The abstract discusses the protective role of Propolis against the damaging effects of chlorpyrifos on thyroid tissue, indicating that Propolis improves the oxidative damage caused by chlorpyrifos. This suggests that Propolis may serve as a safer alternative in the context of chlorpyrifos exposure, as it mitigates the harmful effects associated with chlorpyrifos.",Propolis,"damage to thyroid tissue architecture, thickening of collagen fibers between thyroid follicles, decreased periodic acid schiff (PAS) reaction in thyroid colloids, weak thyroglobulin (TGB) expression, significant decrease in serum levels of Tri-iodothyronin (T3), Tetraiodothyronin (T4), and Thyroid stimulating hormone (TSH), depression of reduced glutathione (GSH) content and antioxidant enzyme activities in thyroid tissues, increased thyroid oxidative stress as indicated by elevated malondialdehyde (MDA) levels"
"Bioformulations for management of pod borer, Helicoverpa armigera (H�bner) in Mungbean (Vigna radiata L.)",10.18311/JBC/2019/16280,2018,chlorpyrifos,"The abstract compares the effectiveness of bioformulations, specifically B. thuringiensis formulations, to chlorpyrifos in controlling pod damage caused by Helicoverpa armigera. While it does not explicitly state that these bioformulations are safer, their effectiveness in reducing pod damage suggests they could serve as a safer alternative to chlorpyrifos in the context of integrated pest management (IPM).",,
The Repellent Capacity against Sitophilus zeamais (Coleoptera: Curculionidae) and In Vitro Inhibition of the Acetylcholinesterase Enzyme of 11 Essential Oils from Six Plants of the Caribbean Region of Colombia,10.3390/molecules29081753,2024,chlorpyrifos,"The abstract indicates that six essential oils exhibited a degree of repellency against Sitophilus zeamais that was equal to or greater than chlorpyrifos, while also being less active on acetylcholinesterase compared to chlorpyrifos. This suggests that these essential oils may present a safer alternative due to their lower activity on AChE, which is associated with toxicity. Therefore, the essential oils can be interpreted as a safer alternative to chlorpyrifos.",essential oils,
Chronic Perigestational Exposure to Chlorpyrifos Induces Perturbations in Gut Bacteria and Glucose and Lipid Markers in Female Rats and Their Offspring,10.3390/toxics10030138,2022,chlorpyrifos,"The abstract mentions co-treatment with inulin, a prebiotic, which prevented some of the negative outcomes associated with chlorpyrifos exposure. This suggests that inulin may serve as a safer alternative to chlorpyrifos by mitigating its harmful effects, although it does not explicitly state that inulin is safer than chlorpyrifos itself.",,"metabolic disturbances, imbalance in blood glucose and lipid markers, intra-uterine growth retardation, perturbation of selected gut bacteria"
"Impacto de inseticidas sobre Spodoptera frugiperda (Lepidoptera, Noctuidae) e seus inimigos naturais em milho safrinha cultivado em Cassilândia e Chapadão do Sul, MS",10.1590/S1808-16572012000200010,2012,chlorpyrifos,The abstract explicitly states that lufenuron showed higher efficiency in controlling fall armyworm and had lower deleterious effects on natural enemies compared to chlorpyrifos. This indicates that lufenuron is a safer alternative to chlorpyrifos due to its reduced impact on beneficial organisms.,lufenuron,deleterious effects on populations of natural enemies
"Resistance to commonly used insecticides and phosphine fumigant in red palm weevil, Rhynchophorus ferrugineus (Olivier) in Pakistan",10.1371/journal.pone.0192628,2018,chlorpyrifos,"The abstract indicates that spinosad and lambda-cyhalothrin exhibit better environmental profiles compared to older insecticides, including chlorpyrifos. This suggests that they could serve as safer alternatives in insecticide rotation, implying lower toxicity or environmental risk.",spinosad; lambda-cyhalothrin,
Comparative Acute Toxicity Of Chlorpyrifos-Ethyl (Organophosphate) And Lambda-Cyhalothrin (Pyrethroid) To The African Catfish ( C. gariepinus ) Using Some Biochemical Parameters,10.4314/GJPAS.V14I3.16747,2008,chlorpyrifos,"The abstract presents lambda-cyhalothrin as an alternative to chlorpyrifos-ethyl, indicating a significantly lower LC50 value (0.008 mg/l for lambda-cyhalothrin compared to 0.92 mg/l for chlorpyrifos-ethyl). This suggests that lambda-cyhalothrin is less toxic to Clarias gariepinus, which can be interpreted as a safety advantage over chlorpyrifos-ethyl.",lambda-cyhalothrin,acute toxicity to Clarias gariepinus (fish)
Chlorpyrifos organophosphate and essential oils activities against Callosobruchus maculatus (F.) warehouse pests,10.1088/1742-6596/1402/5/055024,2019,chlorpyrifos,"The abstract states that essential oils are considered safer and more environmentally friendly than chemical pesticides like chlorpyrifos. However, it also notes that chlorpyrifos has a higher insecticidal activity. Despite this, the abstract explicitly presents essential oils as a safer alternative to chlorpyrifos due to their lower environmental impact and safety profile.",essential oils,"disrupt human health, pollute the environment, not environmentally friendly"
The combined effect of Bassa 50EC and Vitashield 40EC on the brain acetylcholinesterase activity in climbing perch (Anabas testudineus),10.1007/s11356-018-2112-1,2018,chlorpyrifos,"The abstract compares the effects of fenobucarb (Bassa 50EC) and chlorpyrifos (Vitashield 40EC) on brain acetylcholinesterase activity in fish. It states that fenobucarb causes weaker and shorter inhibition than chlorpyrifos, and the mixture causes less inhibition than chlorpyrifos alone, indicating fenobucarb has lower toxicity. This suggests fenobucarb is a safer alternative to chlorpyrifos.",fenobucarb,inhibition of brain acetylcholinesterase (AChE) activity
Ameliorative effects of Green Tea Polyphenol Epigallocatechin-3-gallate on chlorpyrifos ovarian toxicity in adult albino rats,10.21608/mjfmct.2020.34647.1019,2020,chlorpyrifos,"The abstract indicates that Epigallocatechin-3-gallate (EGCG) can protect against the toxic effects of chlorpyrifos (CPF) on rat ovaries, suggesting that EGCG serves as a safer alternative by mitigating the oxidative damage caused by CPF. This implies that EGCG has safety advantages over CPF in the context of ovarian toxicity.",Epigallocatechin-3-gallate (EGCG),"ovarian damage, reproductive dysfunction, oxidative stress, reduction in reproductive hormone levels, suppressed cellular proliferation in ovarian follicles, decreased body weight and relative ovarian weight"
Insecticides for mediterranean fruit fly control in orange fruits: laboratory and field assessments,10.1590/0103-8478cr20230412,2025,chlorpyrifos,"The abstract states that spinetoram can be an alternative to chlorpyrifos, and it provides a comparison indicating that spinetoram is less toxic than chlorpyrifos based on LC50 and LC90 values. This suggests that spinetoram is a safer option for controlling C. capitata compared to chlorpyrifos.",spinetoram,high toxicity
"Biorational Management of Thrips in Mango in Guerrero, Mexico",10.3958/059.049.0417,2024,chlorpyrifos,"The abstract explicitly states that azadirachtin and cinnamon extract caused less than 1% damage to the fruit compared to the mixture of malathion and chlorpyrifos, indicating a safer alternative. It also mentions minimizing harm to the environment and growers, which supports the claim of safety advantages over chlorpyrifos.",azadirachtin; cinnamon extract,
"Compatibility of Beauveria bassiana (Balsamo) Vuillemin, an entomopathogenic fungi, with selective insecticides for enhanced pest management",10.33307/entomon.v50i1.1406,2025,chlorpyrifos,"The abstract indicates that imidacloprid and fenvalerate are rated as harmless to Beauveria bassiana, while chlorpyrifos is only slightly harmful. This suggests that imidacloprid and fenvalerate may be safer alternatives to chlorpyrifos in the context of pest management.",imidacloprid; fenvalerate,slightly harmful to entomopathogenic fungus Beauveria bassiana
Compatibility of Entomopathogenic Fungi Paecilomyceslilacinus with Insecticides Used in Banana Cultivation,10.70729/ijser18595,2019,chlorpyrifos,"The abstract indicates that imidacloprid is compatible with the entomopathogenic fungus Paecilomyceslilacinus, which is an important biocontrol agent. This compatibility suggests that imidacloprid may serve as a safer alternative to chlorpyrifos in integrated pest management programs for banana cultivation, as it allows for the use of biocontrol methods alongside chemical control.",imidacloprid,
Better than Eating Worms?: Children’s Dietary Exposure to OP Pesticides,10.1289/EHP.116-A172A,2008,chlorpyrifos,"The abstract discusses the replacement of conventional diets with organic diets, which resulted in a significant reduction of urinary metabolites of chlorpyrifos. This indicates that organic diets may serve as a safer alternative to chlorpyrifos, as they are produced without pesticides, leading to lower exposure levels. However, it does not explicitly state that organic diets are safer than chlorpyrifos, but the context implies a safer alternative.",,
DNA insecticides: The effect of concentration on non-target plant organisms such as wheat (Triticum aestivum L.),10.24425/JPPR.2019.126038,2019,chlorpyrifos,"The abstract discusses the development of ssDNA oligonucleotides as a potential and safer alternative to conventional pesticides, including chlorpyrifos, by highlighting their harmless effects on plant growth and development. It indicates that these DNA insecticides do not negatively impact plant biomass and are safe for non-target organisms, suggesting a safety advantage over traditional chemical insecticides.",ssDNA oligonucleotides,"broad and unspecific target range that is considerably harmful, accumulation of chlorpyrifos-methyl residues in plants can be dangerous"
Neuroprotective Effects of Curcumin against Chronic ChlorpyrifosInduced Oxidative Damage in Rat Brain Tissue.,10.2174/0118746098244014240119112706,2024,chlorpyrifos,"The abstract discusses the protective effects of curcumin (CUR) against the toxicity induced by chlorpyrifos (CPF), indicating that CUR administration can reverse oxidative stress caused by CPF. This suggests that CUR may serve as a safer alternative to CPF, particularly in the context of neuroprotection and toxicity mitigation.",curcumin,"acetylcholinesterase (AChE) inhibition, neurotoxicity, oxidative stress in brain tissue"
Nicotine is a developmental neurotoxicant and neuroprotectant: stage-selective inhibition of DNA synthesis coincident with shielding from effects of chlorpyrifos.,10.1016/S0165-3806(03)00222-0,2003,chlorpyrifos,"The abstract indicates that nicotine provides neuroprotection against chlorpyrifos toxicity in PC12 cells, showing that combined exposure results in less toxicity than chlorpyrifos alone. This suggests nicotine has safety advantages relative to chlorpyrifos in this context, implying it could be a safer alternative.",nicotine,
"Seletividade de inseticidas usados na cultura da macieira a ovos de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae)",10.1590/S0103-84782006000200004,2005,chlorpyrifos,"The abstract explicitly states that emamectin benzoate is classified as harmless (class 1) to first-instar larvae of Chrysoperla externa, while chlorpyrifos is classified as harmful (class 4). This indicates that emamectin benzoate is a safer alternative to chlorpyrifos.",emamectin benzoate,"harmful to first-instar larvae of Chrysoperla externa, toxic effect classified as harmful (class 4) in Bento Goncalves population, toxic effect classified as harmful in Vacaria population"
"Control of the mushroom phorid fly, Megaselia halterata (Wood), with plant extracts.",10.1002/ps.1658,2009,chlorpyrifos,"The abstract indicates that both neem products (Neemazal and Greeneem oil) and hot-water extracts of O. onites and P. anisum may serve as potential alternatives to chlorpyrifos, suggesting they could be safer options due to their efficacy in reducing pest populations without the use of conventional pesticides. The mention of significant reductions in adult emergence and sporophore damage rates compared to chlorpyrifos supports this interpretation.",neem products; hot-water extracts of Origanum onites; hot-water extracts of Pimpinella anisum,
Effects of Commonly Used Pesticides in China on the Mitochondria and Ubiquitin-Proteasome System in Parkinson’s Disease,10.3390/ijms18122507,2017,chlorpyrifos,"The abstract compares nine pesticides including chlorpyrifos and notes that two pesticides, trichlorphon and carbaryl, do not cause mitochondrial fragmentation, functional damage, or proteasome inhibition, unlike chlorpyrifos. This suggests these two pesticides have safety advantages related to mitochondrial and proteasome effects, providing guidance for pesticide selection in China, implying they may be safer alternatives to chlorpyrifos.",trichlorphon; carbaryl,"mitochondrial fragmentation, mitochondrial dysfunction, decrease of intracellular ATP, inhibition of 26S and 20S proteasome activity, potential contribution to Parkinsonism"
Effect of enrofloxacin and chlorpyrifos on the levels of vitamins A and E in Wistar rats.,10.1016/j.etap.2015.08.019,2015,chlorpyrifos,"The abstract indicates that enrofloxacin-treated rats experienced a slight decrease in vitamins A and E levels, but the changes were less pronounced compared to those in rats intoxicated with chlorpyrifos. This suggests that enrofloxacin may be a safer alternative to chlorpyrifos, as it resulted in less significant reductions in vitamin levels.",enrofloxacin,"reduction in vitamin A levels in the liver, reduction in vitamin E levels in the liver"
Determination of Insecticide Susceptibility of Field Populations of Tomato Leaf Miner (Tuta absoluta) in Northern Nigeria,10.3390/AGRICULTURE9010007,2019,chlorpyrifos,"The abstract indicates that abamectin has a significantly higher mortality rate (86%) and a much lower LD50 (0.034 ppm) compared to chlorpyrifos, suggesting that abamectin is a safer alternative due to its higher efficacy and lower toxicity. This comparison implies that abamectin could be a more effective and safer option for controlling the tomato leaf miner than chlorpyrifos.",abamectin,
"Predatory Ants: First Report on Direct Evidence of Predation by Dorylus orientalis Westwood, 1885 on Olive Ridley Eggs from India",10.20944/preprints202008.0465.v1,2020,chlorpyrifos,"The abstract mentions that chlorpyrifos pesticides, recommended for controlling Dorylus orientalis ants, could be fatal to developing turtle embryos, indicating safety concerns. It also states that a natural pesticide, Neem powder (Azadirachta indica), shows promising results for preventing ant infestation, implying a safer alternative to chlorpyrifos in this context.",Neem powder (Azadirachta indica),fatal for the developing embryos of turtles
"Ação de produtos fitossanitários utilizados em cafeeiros sobre pupas e adultos de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae)",10.1590/S0103-84782006000100002,2006,chlorpyrifos,"The abstract compares the toxicity of chlorpyrifos and other pesticides to Chrysoperla externa, showing chlorpyrifos as slightly harmful (class 2) while endosulfan, sulphur, azocyclotin, and copper oxychloride are classified as harmless (class 1) to adults and selective to pupae. It explicitly recommends these pesticides in coffee pest management due to their reduced toxicity compared to chlorpyrifos, indicating they are safer alternatives.",endosulfan; sulphur; azocyclotin; copper oxychloride,slightly harmful to pupae of Chrysoperla externa
Residual toxicity of pesticide active substance commonly used in tomato crop on the predator Nesidiocoris tenuis (Heteroptera: Miridae),10.1111/jen.13310,2024,chlorpyrifos,"The abstract compares the toxicity of chlorpyrifos with other pesticides and finds that chlorpyrifos maintains toxicity for more than 7 days, while all other tested pesticides were classified as harmless to Nesidiocoris tenuis. This indicates that these other pesticides have lower residual toxicity and thus safety advantages relative to chlorpyrifos, suggesting they could be safer alternatives.",,"moderately harmful toxicity to Nesidiocoris tenuis adults on application day, slightly harmful toxicity to Nesidiocoris tenuis adults 7 days after application, toxicity maintained for more than 7 days"
Management of white grubs (Coleoptera: Scarabeidae) with entomopathogenic nematodes in Rwanda,10.1186/S41938-017-0003-2,2018,chlorpyrifos,"The abstract discusses the effectiveness of entomopathogenic nematodes (EPNs) such as Steinernema RW14-M-C2b-1 and S. longicaudum X7 in managing white grubs, indicating their potential as alternatives to chlorpyrifos. While it does not explicitly state that these EPNs are safer than chlorpyrifos, the context of their use suggests they could be a safer option for pest management in tuber production, especially given the mention of lower effectiveness of chemical treatments. Therefore, it can be interpreted that these EPNs are presented as safer alternatives in the context of pest control.",,
"Efficacy of zinc phosphide, strychnine and chlorpyrifos as rodenticides for the control of house mice in South Australian cereal crops",10.1071/WR02027,2004,chlorpyrifos,"The abstract indicates that zinc phosphide and strychnine were effective in reducing mouse populations significantly, while chlorpyrifos was ineffective, reducing mouse numbers by less than 10%. This suggests that both zinc phosphide and strychnine are safer alternatives to chlorpyrifos in terms of efficacy for controlling house mice.",zinc phosphide; strychnine,
"Pests, Diseases, Growth and Yield of Tomato as Influenced by Variety and Cultivation Technology",10.11648/j.jps.20241205.11,2024,chlorpyrifos,"The abstract indicates that CT 1, which includes chicken dung, mulching, and neem extract biopesticide, is the most effective treatment for promoting growth and yield in tomatoes. It suggests that this organic treatment is preferable for sustainable cultivation, implying it is a safer alternative to the inorganic treatment that includes chlorpyrifos. However, it does not explicitly state that CT 1 is safer than chlorpyrifos in terms of toxicity or environmental impact.",,
Characterization and Protective Properties of Lactic Acid Bacteria Intended to Be Used in Probiotic Preparation for Honeybees (Apis mellifera L.)—An In Vitro Study,10.3390/ani13061059,2023,chlorpyrifos,"The abstract discusses the cytoprotective activity of lactic acid bacteria (LAB) metabolites, which decreased the cytotoxicity of insecticides, including chlorpyrifos. This suggests that LAB may serve as a safer alternative by mitigating the harmful effects of chlorpyrifos on honeybee cells, indicating a safety advantage.",lactic acid bacteria (LAB) metabolites,
"Effect of biochar on soil microbial community, dissipation and uptake of chlorpyrifos and atrazine",10.1007/s42773-024-00306-5,2024,chlorpyrifos,"The abstract indicates that Mentha-distilled waste-derived biochar can significantly reduce the uptake of chlorpyrifos in plants and enhance the degradation of chlorpyrifos in soil, suggesting it may serve as a safer alternative by minimizing the risks associated with chlorpyrifos uptake in plants. However, it does not explicitly state that biochar is safer than chlorpyrifos in terms of toxicity or environmental impact, but it implies a safer context for plant consumption.",,
Comparative Efficiency of Certain Products against some Piercing-Sucking Pests and their Associated Predators on Cotton Plants,10.21608/jppp.2020.80000,2020,chlorpyrifos,"The abstract indicates that abamectin, protecto, and Kz-oil are more safe against associated predators compared to chlorpyrifos, which suggests they may be safer alternatives. Specifically, it states that these products had lower initial kill percentages on predators, indicating a reduced risk to non-target species compared to chlorpyrifos.",abamectin; protecto; Kz-oil,toxicity to predators
Efficacy of insecticides through contact and oral uptake towards four Agriotes wireworm species under controlled conditions,10.1111/EPP.12016,2013,chlorpyrifos,"The abstract indicates that fipronil, when applied in a bait formulation, may decrease the amount of active ingredient per hectare and suggests that this method could have important environmental benefits. This implies a potential safety advantage over chlorpyrifos, which is used as a reference treatment, thus presenting fipronil as a safer alternative.",fipronil,
"The Investigation of the Effects of Chlorpyrifos and 2,4-Dichlorophenoxyacetic Acid Application on Bovine Liver Catalase Activity",10.17776/CSJ.348453,2018,chlorpyrifos,"The abstract indicates that the application of 2,4-Dichlorophenoxyacetic Acid (2,4-D) resulted in higher increases in catalase activity compared to chlorpyrifos (CPF). This suggests that 2,4-D may have a more favorable effect, which can be interpreted as a safety advantage over chlorpyrifos, thus presenting it as a safer alternative.","2,4-Dichlorophenoxyacetic Acid (2,4-D)",
The application of Cinnamomum aromaticum nanoparticle and chlorpyrifos for controlling Tribolium castaneum,10.1063/1.5125522,2019,chlorpyrifos,"The abstract states that Cinnamomum aromaticum nanoparticles have high potential to control Tribolium castaneum and can reduce the use of chlorpyrifos chemical pesticides, which are described as harmful to humans, non-target animals, and the environment. This indicates a safety advantage and suggests Cinnamomum aromaticum nanoparticles as a safer alternative to chlorpyrifos.",Cinnamomum aromaticum nanoparticles,"harmful to humans, harmful to non-target animals, harmful to environment"
Sterile insect technique reduces cabbage maggot (Diptera: Anthomyiidae) infestation in root crucifers in Canada,10.1101/2025.05.09.653057,2025,chlorpyrifos,"The abstract indicates that the sterile insect technique (SIT) is a promising, environmentally friendly alternative to chemical control methods, which implies it is a safer option compared to traditional insecticides like chlorpyrifos. It emphasizes reducing reliance on insecticides while maintaining crop health, suggesting safety advantages.",,
Evaluation of Highly Detectable Pesticides Sprayed in Brassica napus L.: Degradation Behavior and Risk Assessment for Honeybees,10.3390/molecules23102482,2018,chlorpyrifos,"The abstract indicates that acetamiprid poses moderate or acceptable risks to honeybees, while chlorpyrifos is considered to pose an unacceptable risk. This comparison suggests that acetamiprid is a safer alternative to chlorpyrifos in the context of protecting crops from insects.",acetamiprid,unacceptable risk to honeybees
EFFECT OF SOME TREATMENTS ON DECREASING THE LEVEL OF PESTICIDES RESIDUES IN SOME FRESH EATEN VEGETABLES,10.21608/enj.2024.254635.1023,2024,chlorpyrifos,"The abstract discusses the use of warm water combined with crushed date kernels as a treatment that significantly reduces chlorpyrifos residues in vegetables. This implies a safer alternative to chlorpyrifos, as it effectively minimizes its presence to acceptable levels, suggesting a method that could be considered safer for consumption.",,
OP Pesticides in Children’s Bodies: The Effects of a Conventional versus Organic Diet,10.1289/EHP.114-A112A,2006,chlorpyrifos,"The abstract indicates that switching to an organic diet significantly reduces the levels of chlorpyrifos metabolites (TCPY) in children's urine compared to a conventional diet. This suggests that organic foods serve as a safer alternative to conventional foods containing chlorpyrifos, as they lead to lower exposure levels.",,"higher health risk to children due to pesticide exposure, greater vulnerability of children to toxicants because they are still developing"
